student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits
STU10386,AI301,Spring 2025,3,41.4,44.2,42.2,1.69,4
STU10387,CS101,Fall 2025,4,45.6,54.4,48.2,1.93,3
STU10388,CS101,Spring 2026,5,52.7,57.2,54.1,2.16,4
STU10389,DS201,Spring 2024,1,49.4,52.0,50.2,2.01,3
STU10390,AI301,Fall 2023,0,54.0,56.8,54.8,2.19,4
STU10391,DB401,Fall 2024,2,49.0,48.2,48.8,1.95,4
STU10392,AI301,Spring 2026,5,56.1,56.3,56.2,2.25,4
STU10393,SE501,Spring 2026,5,56.3,50.6,54.6,2.18,3
STU10394,CS101,Fall 2023,0,65.7,63.0,64.9,2.6,4
STU10395,DS201,Fall 2024,2,72.1,69.9,71.4,2.86,3
STU10396,CS101,Spring 2026,5,42.6,44.4,43.1,1.72,4
STU10397,DS201,Spring 2024,1,49.7,53.4,50.8,2.03,3
STU10398,DS201,Spring 2026,5,67.2,71.9,68.6,2.74,3
STU10399,DS201,Spring 2026,5,52.5,62.0,55.3,2.21,3
STU10400,SE501,Fall 2025,4,47.8,52.5,49.2,1.97,3
STU10401,DB401,Fall 2025,4,53.7,57.6,54.9,2.2,4
STU10402,AI301,Spring 2026,5,42.8,36.1,40.8,1.63,4
STU10403,DB401,Spring 2025,3,48.5,40.4,46.1,1.84,3
STU10404,DS201,Spring 2025,3,69.3,71.1,69.9,2.8,3
STU10405,AI301,Fall 2023,0,49.5,47.9,49.0,1.96,3
STU10406,DB401,Spring 2025,3,63.6,64.3,63.8,2.55,3
STU10407,CS101,Fall 2025,4,70.9,65.4,69.3,2.77,4
STU10408,SE501,Spring 2026,5,59.4,59.4,59.4,2.38,4
STU10409,CS101,Fall 2023,0,50.7,48.2,49.9,2.0,4
STU10410,DB401,Spring 2026,5,54.5,56.9,55.2,2.21,3
STU10411,AI301,Spring 2024,1,54.9,57.9,55.8,2.23,3
STU10412,CS101,Spring 2024,1,52.8,54.4,53.3,2.13,3
STU10413,SE501,Spring 2024,1,53.5,47.8,51.8,2.07,3
STU10414,CS101,Spring 2024,1,62.5,61.8,62.3,2.49,3
STU10415,AI301,Fall 2024,2,63.5,71.9,66.0,2.64,4
STU10416,AI301,Spring 2026,5,79.4,76.9,78.7,3.15,4
STU10417,SE501,Fall 2025,4,54.5,51.2,53.5,2.14,4
STU10418,AI301,Fall 2023,0,59.3,63.1,60.4,2.42,4
STU10419,DS201,Fall 2024,2,52.1,49.3,51.3,2.05,3
STU10420,SE501,Fall 2024,2,52.4,47.9,51.0,2.04,3
STU10421,SE501,Spring 2024,1,61.0,57.6,60.0,2.4,4
STU10422,AI301,Spring 2024,1,41.9,46.7,43.3,1.73,3
STU10423,DB401,Spring 2024,1,67.1,66.1,66.8,2.67,4
STU10424,DS201,Spring 2026,5,62.8,66.8,64.0,2.56,3
STU10425,AI301,Fall 2023,0,58.5,64.4,60.3,2.41,3
STU10426,SE501,Fall 2025,4,61.7,59.5,61.0,2.44,3
STU10427,DB401,Spring 2024,1,63.3,62.5,63.1,2.52,3
STU10428,DS201,Spring 2025,3,59.0,57.8,58.6,2.34,3
STU10429,DB401,Fall 2025,4,49.3,45.3,48.1,1.92,4
STU10430,CS101,Spring 2026,5,57.0,62.0,58.5,2.34,4
STU10431,AI301,Fall 2024,2,48.3,46.2,47.7,1.91,3
STU10432,DS201,Spring 2026,5,49.0,43.8,47.4,1.9,3
STU10433,DB401,Spring 2024,1,71.9,80.4,74.4,2.98,3
STU10434,DS201,Fall 2023,0,79.9,78.7,79.5,3.18,4
STU10435,SE501,Spring 2024,1,67.9,67.6,67.8,2.71,3
STU10436,SE501,Fall 2024,2,57.7,54.9,56.9,2.28,4
STU10437,AI301,Fall 2023,0,56.4,50.6,54.7,2.19,4
STU10438,SE501,Fall 2025,4,55.2,47.7,52.9,2.12,4
STU10439,DS201,Fall 2023,0,56.2,60.6,57.5,2.3,4
STU10440,DS201,Fall 2023,0,40.1,37.3,39.3,1.57,3
STU10441,DS201,Spring 2026,5,47.9,37.4,44.8,1.79,3
STU10442,CS101,Spring 2024,1,54.1,50.0,52.9,2.12,3
STU10443,AI301,Spring 2025,3,50.4,49.0,50.0,2.0,4
STU10444,CS101,Spring 2024,1,69.7,66.0,68.6,2.74,4
STU10445,DS201,Spring 2024,1,53.8,56.3,54.5,2.18,3
STU10446,CS101,Spring 2026,5,48.7,46.6,48.1,1.92,4
STU10447,AI301,Fall 2025,4,51.3,55.6,52.6,2.1,3
STU10448,SE501,Fall 2025,4,53.1,57.5,54.4,2.18,4
STU10449,CS101,Spring 2025,3,41.2,36.1,39.7,1.59,3
STU10450,AI301,Fall 2025,4,56.0,52.3,54.9,2.2,3
STU10451,DS201,Fall 2023,0,71.2,76.4,72.7,2.91,3
STU10452,AI301,Fall 2024,2,65.1,66.5,65.5,2.62,4
STU10453,SE501,Spring 2024,1,58.0,61.5,59.1,2.36,3
STU10454,CS101,Fall 2024,2,60.3,63.8,61.4,2.46,4
STU10455,AI301,Spring 2025,3,34.6,31.2,33.6,1.34,4
STU10456,DB401,Spring 2024,1,51.4,63.9,55.2,2.21,4
STU10457,CS101,Fall 2025,4,59.1,64.0,60.6,2.42,4
STU10458,CS101,Spring 2025,3,51.0,48.9,50.4,2.02,4
STU10459,CS101,Fall 2025,4,58.1,63.2,59.6,2.38,4
STU10460,CS101,Spring 2024,1,58.5,58.0,58.4,2.34,3
STU10461,SE501,Fall 2025,4,62.8,63.4,63.0,2.52,4
STU10462,DS201,Spring 2024,1,59.0,55.9,58.1,2.32,3
STU10463,CS101,Fall 2025,4,61.7,57.3,60.4,2.42,3
STU10464,DB401,Fall 2025,4,53.2,57.0,54.3,2.17,4
STU10465,DB401,Spring 2026,5,64.5,61.0,63.4,2.54,4
STU10466,DB401,Fall 2024,2,52.6,48.7,51.4,2.06,4
STU10467,SE501,Spring 2025,3,60.3,58.7,59.8,2.39,4
STU10468,AI301,Fall 2025,4,70.8,65.4,69.2,2.77,4
STU10469,CS101,Spring 2024,1,46.7,47.0,46.8,1.87,4
STU10470,DB401,Fall 2023,0,45.7,43.1,44.9,1.8,4
STU10471,DS201,Spring 2026,5,53.8,58.8,55.3,2.21,4
STU10472,DB401,Fall 2025,4,41.1,46.2,42.6,1.7,4
STU10473,AI301,Fall 2023,0,51.5,51.4,51.5,2.06,3
STU10474,DS201,Spring 2025,3,54.3,50.1,53.0,2.12,3
STU10475,CS101,Fall 2024,2,65.1,64.1,64.8,2.59,3
STU10476,DB401,Spring 2026,5,37.1,35.2,36.5,1.46,4
STU10477,DS201,Spring 2025,3,36.4,44.3,38.8,1.55,4
STU10478,CS101,Fall 2025,4,57.6,56.0,57.1,2.28,3
STU10479,SE501,Spring 2026,5,54.9,56.0,55.2,2.21,4
STU10480,DB401,Fall 2025,4,48.5,51.8,49.5,1.98,4
STU10481,DB401,Spring 2025,3,47.1,54.4,49.3,1.97,3
STU10482,SE501,Fall 2024,2,58.2,56.5,57.7,2.31,3
STU10483,DB401,Spring 2026,5,38.4,31.0,36.2,1.45,4
STU10484,DB401,Spring 2025,3,84.9,85.5,85.1,3.4,3
STU10485,CS101,Fall 2025,4,39.6,45.2,41.3,1.65,3
STU10486,DS201,Spring 2025,3,58.0,59.9,58.6,2.34,3
STU10487,DB401,Fall 2025,4,70.1,67.3,69.3,2.77,4
STU10488,CS101,Spring 2024,1,54.6,52.9,54.1,2.16,3
STU10489,DB401,Spring 2026,5,40.3,36.1,39.1,1.56,4
STU10490,AI301,Fall 2024,2,47.1,45.9,46.7,1.87,4
STU10491,AI301,Spring 2025,3,62.4,58.0,61.1,2.44,4
STU10492,CS101,Spring 2025,3,54.7,56.6,55.3,2.21,4
STU10493,DB401,Fall 2023,0,56.0,58.5,56.8,2.27,3
STU10494,CS101,Fall 2024,2,55.6,56.1,55.8,2.23,4
STU10495,DB401,Spring 2026,5,52.9,57.2,54.2,2.17,3
STU10496,CS101,Fall 2023,0,60.4,66.6,62.3,2.49,4
STU10497,DB401,Fall 2023,0,55.9,63.1,58.1,2.32,4
STU10498,AI301,Fall 2025,4,53.8,54.4,54.0,2.16,4
STU10499,CS101,Spring 2026,5,65.5,62.8,64.7,2.59,4
STU10500,CS101,Fall 2023,0,51.9,41.0,48.6,1.94,3
STU10501,AI301,Spring 2024,1,56.8,54.5,56.1,2.24,3
STU10502,DS201,Fall 2023,0,50.3,44.0,48.4,1.94,4
STU10503,CS101,Spring 2025,3,69.9,70.1,70.0,2.8,3
STU10504,AI301,Fall 2023,0,54.0,58.1,55.2,2.21,4
STU10505,DB401,Spring 2024,1,65.8,69.5,66.9,2.68,4
STU10506,CS101,Spring 2026,5,67.3,71.4,68.5,2.74,3
STU10507,DS201,Fall 2024,2,55.7,48.3,53.5,2.14,3
STU10508,DS201,Fall 2025,4,52.6,45.2,50.4,2.02,3
STU10509,AI301,Spring 2024,1,46.7,53.2,48.7,1.95,3
STU10510,AI301,Spring 2025,3,59.7,49.6,56.7,2.27,3
STU10511,SE501,Spring 2025,3,60.2,63.7,61.3,2.45,4
STU10512,CS101,Fall 2023,0,64.2,63.3,63.9,2.56,4
STU10513,DS201,Fall 2023,0,63.6,62.0,63.1,2.52,3
STU10514,AI301,Fall 2023,0,39.8,40.7,40.1,1.6,4
STU10515,DB401,Fall 2023,0,40.5,49.6,43.2,1.73,3
STU10516,DS201,Spring 2026,5,63.1,59.2,61.9,2.48,3
STU10517,SE501,Fall 2025,4,37.8,35.8,37.2,1.49,4
STU10518,SE501,Fall 2023,0,69.5,75.1,71.2,2.85,4
STU10519,DS201,Spring 2026,5,53.8,49.4,52.5,2.1,4
STU10520,SE501,Fall 2024,2,49.1,53.4,50.4,2.02,3
STU10521,DB401,Fall 2025,4,71.7,71.5,71.6,2.86,4
STU10522,DB401,Fall 2025,4,40.2,30.0,37.2,1.49,4
STU10523,CS101,Fall 2024,2,70.1,70.7,70.3,2.81,4
STU10524,DS201,Spring 2026,5,66.1,66.5,66.2,2.65,4
STU10525,DS201,Fall 2025,4,64.1,65.1,64.4,2.58,4
STU10526,DB401,Fall 2025,4,52.7,56.2,53.7,2.15,3
STU10527,DS201,Fall 2025,4,64.9,67.9,65.8,2.63,4
STU10528,SE501,Spring 2026,5,65.0,65.0,65.0,2.6,3
STU10529,AI301,Fall 2025,4,39.8,45.5,41.5,1.66,4
STU10530,AI301,Spring 2026,5,39.0,37.2,38.5,1.54,4
STU10531,AI301,Fall 2023,0,52.5,53.9,52.9,2.12,3
STU10532,DS201,Fall 2023,0,55.3,50.9,54.0,2.16,4
STU10533,DB401,Spring 2024,1,63.0,52.7,59.9,2.4,4
STU10534,DS201,Spring 2024,1,61.3,57.4,60.1,2.4,4
STU10535,SE501,Fall 2024,2,57.3,57.8,57.4,2.3,4
STU10536,SE501,Spring 2024,1,50.6,42.6,48.2,1.93,4
STU10537,DS201,Fall 2023,0,56.5,52.1,55.2,2.21,3
STU10538,SE501,Fall 2024,2,73.1,81.7,75.7,3.03,4
STU10539,AI301,Fall 2023,0,53.4,52.0,53.0,2.12,3
STU10540,DS201,Fall 2025,4,62.4,64.6,63.0,2.52,4
STU10541,DS201,Spring 2025,3,35.2,30.9,33.9,1.36,4
STU10542,SE501,Spring 2025,3,40.8,33.9,38.7,1.55,4
STU10543,CS101,Spring 2026,5,46.7,41.6,45.2,1.81,3
STU10544,DB401,Spring 2024,1,54.4,59.7,56.0,2.24,3
STU10545,DB401,Fall 2023,0,59.6,58.2,59.2,2.37,3
STU10546,CS101,Fall 2023,0,43.7,44.3,43.9,1.76,3
STU10547,DS201,Spring 2026,5,60.7,57.1,59.6,2.38,3
STU10548,SE501,Fall 2024,2,65.7,69.5,66.9,2.68,3
STU10549,SE501,Spring 2025,3,59.0,66.0,61.1,2.44,4
STU10550,AI301,Spring 2024,1,47.6,58.8,51.0,2.04,3
STU10551,DB401,Spring 2024,1,59.8,63.0,60.7,2.43,3
STU10552,AI301,Spring 2024,1,43.4,38.6,42.0,1.68,3
STU10553,DB401,Spring 2024,1,49.3,40.0,46.5,1.86,3
STU10554,CS101,Fall 2023,0,57.0,63.6,59.0,2.36,3
STU10555,DS201,Fall 2025,4,53.7,44.4,50.9,2.04,4
STU10556,SE501,Fall 2024,2,69.1,68.8,69.0,2.76,3
STU10557,CS101,Spring 2024,1,59.3,64.4,60.8,2.43,4
STU10558,SE501,Fall 2024,2,63.4,71.8,65.9,2.64,4
STU10559,SE501,Spring 2025,3,25.2,30.0,26.6,1.06,3
STU10560,DB401,Spring 2026,5,58.5,59.3,58.7,2.35,4
STU10561,CS101,Spring 2026,5,58.8,58.2,58.6,2.34,4
STU10562,DS201,Spring 2024,1,56.4,52.8,55.3,2.21,3
STU10563,CS101,Spring 2024,1,51.4,57.7,53.3,2.13,3
STU10564,AI301,Spring 2025,3,51.0,53.9,51.9,2.08,3
STU10565,DS201,Spring 2024,1,48.1,42.1,46.3,1.85,4
STU10566,DB401,Spring 2024,1,52.3,51.3,52.0,2.08,3
STU10567,CS101,Spring 2025,3,42.1,40.2,41.5,1.66,4
STU10568,CS101,Spring 2025,3,46.3,48.5,47.0,1.88,3
STU10569,AI301,Fall 2023,0,33.1,42.6,35.9,1.44,4
STU10570,CS101,Fall 2024,2,63.8,65.5,64.3,2.57,4
STU10571,DB401,Spring 2024,1,58.4,57.0,58.0,2.32,4
STU10572,SE501,Spring 2025,3,76.9,76.4,76.7,3.07,4
STU10573,DS201,Spring 2025,3,66.7,68.7,67.3,2.69,3
STU10574,DB401,Fall 2025,4,60.6,51.9,58.0,2.32,3
STU10575,AI301,Fall 2024,2,42.3,47.9,44.0,1.76,3
STU10576,CS101,Fall 2025,4,45.3,46.1,45.5,1.82,4
STU10577,AI301,Spring 2024,1,47.8,47.2,47.6,1.9,4
STU10578,DB401,Spring 2025,3,61.5,59.5,60.9,2.44,4
STU10579,SE501,Spring 2024,1,47.9,47.6,47.8,1.91,4
STU10580,SE501,Spring 2026,5,55.2,50.4,53.8,2.15,4
STU10581,DS201,Spring 2026,5,61.9,53.8,59.5,2.38,3
STU10582,DB401,Fall 2023,0,66.0,68.6,66.8,2.67,4
STU10583,AI301,Fall 2024,2,56.3,52.5,55.1,2.2,4
STU10584,DB401,Spring 2024,1,57.1,58.2,57.4,2.3,3
STU10585,DB401,Spring 2026,5,49.9,49.0,49.6,1.98,3
STU10586,CS101,Fall 2024,2,62.8,69.3,64.8,2.59,4
STU10587,DS201,Spring 2025,3,53.1,55.5,53.8,2.15,4
STU10588,DS201,Spring 2026,5,69.7,75.2,71.3,2.85,3
STU10589,DB401,Spring 2024,1,57.3,61.1,58.4,2.34,3
STU10590,AI301,Fall 2025,4,34.3,43.1,36.9,1.48,4
STU10591,DS201,Fall 2023,0,52.7,44.9,50.4,2.02,4
STU10592,AI301,Spring 2026,5,26.7,34.0,28.9,1.16,4
STU10593,DB401,Fall 2025,4,60.3,56.4,59.1,2.36,4
STU10594,DS201,Fall 2023,0,64.2,58.8,62.6,2.5,4
STU10595,AI301,Fall 2023,0,59.1,52.8,57.2,2.29,3
STU10596,DS201,Fall 2024,2,71.0,68.9,70.4,2.82,3
STU10597,CS101,Spring 2024,1,72.0,74.1,72.6,2.9,3
STU10598,DB401,Spring 2024,1,63.0,69.9,65.1,2.6,4
STU10599,AI301,Spring 2025,3,34.8,30.0,33.3,1.33,3
STU10600,DS201,Spring 2026,5,45.1,46.6,45.5,1.82,3
STU10601,DB401,Spring 2026,5,42.8,37.9,41.3,1.65,4
STU10602,DB401,Fall 2023,0,37.6,31.3,35.7,1.43,4
STU10603,DB401,Fall 2025,4,35.0,32.2,34.2,1.37,4
STU10604,SE501,Fall 2025,4,50.5,50.9,50.6,2.02,4
STU10605,SE501,Spring 2024,1,42.2,38.9,41.2,1.65,4
STU10606,DB401,Fall 2025,4,42.2,36.1,40.4,1.62,4
STU10607,AI301,Spring 2025,3,62.6,60.5,62.0,2.48,4
STU10608,DB401,Spring 2026,5,50.4,53.3,51.3,2.05,4
STU10609,SE501,Spring 2026,5,55.7,57.7,56.3,2.25,4
STU10610,AI301,Spring 2026,5,60.0,57.5,59.3,2.37,4
STU10611,AI301,Fall 2025,4,63.2,62.3,62.9,2.52,3
STU10612,DB401,Spring 2026,5,54.6,50.7,53.4,2.14,4
STU10613,AI301,Spring 2026,5,44.4,45.5,44.7,1.79,4
STU10614,DS201,Fall 2023,0,59.1,63.4,60.4,2.42,3
STU10615,CS101,Spring 2025,3,68.2,64.2,67.0,2.68,4
STU10616,CS101,Fall 2024,2,62.3,59.8,61.6,2.46,4
STU10617,DB401,Fall 2025,4,61.4,64.2,62.2,2.49,4
STU10618,DS201,Spring 2026,5,57.4,70.1,61.2,2.45,4
STU10619,DB401,Fall 2023,0,62.4,65.8,63.4,2.54,4
STU10620,SE501,Fall 2025,4,45.6,44.7,45.3,1.81,4
STU10621,CS101,Spring 2025,3,65.6,60.4,64.1,2.56,4
STU10622,DS201,Spring 2024,1,56.0,61.3,57.6,2.3,3
STU10623,DB401,Fall 2024,2,50.9,46.9,49.7,1.99,4
STU10624,CS101,Fall 2023,0,56.3,55.3,56.0,2.24,3
STU10625,DB401,Fall 2023,0,45.2,43.3,44.6,1.78,3
STU10626,AI301,Spring 2025,3,61.5,61.1,61.4,2.46,3
STU10627,AI301,Fall 2024,2,57.6,52.8,56.1,2.24,4
STU10628,AI301,Fall 2024,2,35.7,40.5,37.1,1.48,3
STU10629,CS101,Fall 2023,0,60.1,62.3,60.8,2.43,3
STU10630,AI301,Fall 2025,4,65.4,63.9,64.9,2.6,3
STU10631,SE501,Spring 2024,1,38.0,36.8,37.6,1.5,4
STU10632,DS201,Spring 2026,5,52.2,50.5,51.7,2.07,4
STU10633,CS101,Fall 2024,2,76.0,76.6,76.2,3.05,4
STU10634,DS201,Fall 2025,4,61.4,57.5,60.2,2.41,3
STU10635,DB401,Spring 2026,5,50.8,45.6,49.2,1.97,4
STU10636,DB401,Fall 2024,2,59.7,58.6,59.4,2.38,4
STU10637,CS101,Fall 2025,4,59.1,62.4,60.1,2.4,4
STU10638,CS101,Spring 2024,1,61.2,68.8,63.5,2.54,4
STU10639,SE501,Spring 2024,1,55.0,55.9,55.3,2.21,3
STU10640,AI301,Fall 2023,0,38.5,42.5,39.7,1.59,4
STU10641,SE501,Spring 2026,5,55.4,59.4,56.6,2.26,3
STU10642,DS201,Spring 2026,5,50.4,52.0,50.9,2.04,3
STU10643,SE501,Spring 2026,5,60.5,62.8,61.2,2.45,3
STU10644,AI301,Spring 2026,5,56.0,54.0,55.4,2.22,3
STU10645,CS101,Fall 2024,2,63.0,59.4,61.9,2.48,3
STU10646,DS201,Fall 2025,4,33.1,30.0,32.2,1.29,4
STU10647,AI301,Spring 2026,5,43.4,42.4,43.1,1.72,4
STU10648,AI301,Fall 2024,2,37.9,39.2,38.3,1.53,4
STU10649,CS101,Spring 2026,5,70.3,68.6,69.8,2.79,4
STU10650,AI301,Fall 2024,2,42.2,41.9,42.1,1.68,3
STU10651,DB401,Spring 2026,5,55.8,48.3,53.5,2.14,3
STU10652,AI301,Spring 2024,1,39.8,51.2,43.2,1.73,3
STU10653,SE501,Spring 2025,3,50.2,58.2,52.6,2.1,3
STU10654,DB401,Spring 2024,1,39.6,38.8,39.4,1.58,4
STU10655,AI301,Fall 2023,0,70.1,71.6,70.6,2.82,4
STU10656,DS201,Spring 2026,5,71.9,80.2,74.4,2.98,3
STU10657,CS101,Fall 2025,4,58.9,62.8,60.1,2.4,4
STU10658,DB401,Spring 2025,3,50.7,47.8,49.8,1.99,4
STU10659,DB401,Spring 2025,3,60.1,62.6,60.8,2.43,3
STU10660,DB401,Spring 2025,3,51.6,44.7,49.5,1.98,3
STU10661,AI301,Spring 2026,5,49.6,50.9,50.0,2.0,4
STU10662,SE501,Fall 2025,4,48.3,49.8,48.7,1.95,4
STU10663,AI301,Fall 2025,4,71.0,61.7,68.2,2.73,4
STU10664,DB401,Spring 2026,5,46.0,51.2,47.6,1.9,4
STU10665,CS101,Spring 2026,5,51.3,53.5,52.0,2.08,3
STU10666,DB401,Spring 2024,1,51.9,50.3,51.4,2.06,3
STU10667,DB401,Fall 2023,0,52.2,50.9,51.8,2.07,4
STU10668,DS201,Spring 2026,5,67.5,71.7,68.8,2.75,4
STU10669,DS201,Fall 2025,4,33.0,30.1,32.1,1.28,3
STU10670,SE501,Fall 2025,4,61.9,58.8,61.0,2.44,4
STU10671,DS201,Spring 2025,3,67.5,63.7,66.3,2.65,4
STU10672,CS101,Spring 2026,5,62.6,66.6,63.8,2.55,4
STU10673,SE501,Fall 2025,4,39.4,42.6,40.4,1.62,3
STU10674,AI301,Fall 2024,2,62.5,56.8,60.8,2.43,3
STU10675,DB401,Spring 2025,3,68.0,68.8,68.2,2.73,4
STU10676,SE501,Spring 2025,3,54.5,56.0,55.0,2.2,4
STU10677,DB401,Spring 2025,3,36.1,42.1,37.9,1.52,4
STU10678,DS201,Fall 2023,0,53.1,51.1,52.5,2.1,3
STU10679,AI301,Spring 2024,1,49.5,46.9,48.7,1.95,3
STU10680,SE501,Fall 2023,0,62.4,65.0,63.2,2.53,4
STU10681,DS201,Spring 2024,1,50.8,48.1,50.0,2.0,3
STU10682,DS201,Spring 2026,5,62.8,66.2,63.8,2.55,3
STU10683,AI301,Spring 2026,5,51.2,52.4,51.6,2.06,4
STU10684,SE501,Fall 2023,0,35.8,30.0,34.0,1.36,4
STU10685,DB401,Spring 2026,5,57.3,56.1,56.9,2.28,3
STU10686,CS101,Spring 2024,1,59.4,60.5,59.7,2.39,4
STU10687,CS101,Fall 2024,2,55.2,58.7,56.2,2.25,3
STU10688,AI301,Spring 2026,5,51.1,48.6,50.4,2.02,4
STU10689,DB401,Spring 2024,1,58.4,54.3,57.2,2.29,3
STU10690,DS201,Fall 2025,4,54.5,50.2,53.2,2.13,4
STU10691,CS101,Spring 2024,1,34.6,35.5,34.9,1.4,4
STU10692,SE501,Fall 2024,2,58.2,58.4,58.3,2.33,3
STU10693,DB401,Fall 2024,2,65.7,62.2,64.6,2.58,4
STU10694,DS201,Fall 2024,2,46.2,48.5,46.9,1.88,4
STU10695,DS201,Fall 2023,0,39.0,40.0,39.3,1.57,4
STU10696,CS101,Spring 2026,5,52.8,49.9,51.9,2.08,3
STU10697,CS101,Spring 2026,5,60.0,57.1,59.1,2.36,4
STU10698,AI301,Fall 2024,2,77.1,85.8,79.7,3.19,3
STU10699,DS201,Spring 2026,5,47.2,36.4,44.0,1.76,3
STU10700,SE501,Spring 2026,5,62.8,55.1,60.5,2.42,4
STU10701,DB401,Fall 2025,4,64.5,63.5,64.2,2.57,3
STU10702,CS101,Spring 2024,1,61.6,66.5,63.1,2.52,4
STU10703,DS201,Fall 2025,4,32.9,30.0,32.0,1.28,4
STU10704,CS101,Spring 2024,1,59.1,62.0,60.0,2.4,4
STU10705,AI301,Fall 2024,2,41.0,32.2,38.4,1.54,3
STU10706,CS101,Spring 2024,1,66.7,65.4,66.3,2.65,4
STU10707,DB401,Fall 2023,0,50.4,51.9,50.8,2.03,3
STU10708,DB401,Spring 2025,3,59.0,63.3,60.3,2.41,4
STU10709,AI301,Fall 2023,0,39.5,42.5,40.4,1.62,4
STU10710,SE501,Fall 2025,4,45.2,35.7,42.3,1.69,3
STU10711,AI301,Fall 2024,2,52.4,52.5,52.4,2.1,4
STU10712,CS101,Spring 2025,3,78.2,74.6,77.1,3.08,4
STU10713,AI301,Spring 2026,5,50.9,50.4,50.8,2.03,4
STU10714,DB401,Fall 2023,0,55.7,54.1,55.2,2.21,4
STU10715,SE501,Fall 2024,2,65.3,68.8,66.4,2.66,3
STU10716,AI301,Spring 2025,3,49.4,49.3,49.4,1.98,3
STU10717,DS201,Fall 2025,4,61.0,62.2,61.4,2.46,4
STU10718,CS101,Fall 2023,0,34.2,34.5,34.3,1.37,4
STU10719,SE501,Fall 2024,2,62.5,51.4,59.2,2.37,4
STU10720,CS101,Spring 2025,3,52.8,53.0,52.9,2.12,3
STU10721,SE501,Spring 2025,3,50.8,50.6,50.7,2.03,3
STU10722,CS101,Spring 2025,3,42.2,44.7,43.0,1.72,3
STU10723,DS201,Fall 2023,0,65.4,67.7,66.1,2.64,4
STU10724,SE501,Fall 2025,4,42.9,33.8,40.2,1.61,3
STU10725,CS101,Fall 2025,4,48.4,43.0,46.8,1.87,4
STU10726,DB401,Spring 2026,5,54.9,55.3,55.0,2.2,4
STU10727,AI301,Spring 2024,1,42.5,45.2,43.3,1.73,3
STU10728,DB401,Spring 2024,1,54.6,53.1,54.2,2.17,4
STU10729,DB401,Fall 2025,4,49.9,52.5,50.7,2.03,4
STU10730,DS201,Fall 2024,2,67.3,77.0,70.2,2.81,3
STU10731,CS101,Spring 2025,3,69.9,72.4,70.6,2.82,3
STU10732,DB401,Fall 2024,2,62.1,69.0,64.2,2.57,4
STU10733,DB401,Fall 2024,2,57.8,56.5,57.4,2.3,4
STU10734,AI301,Fall 2024,2,62.2,65.3,63.1,2.52,4
STU10735,SE501,Spring 2026,5,52.3,57.4,53.8,2.15,3
STU10736,DS201,Spring 2025,3,59.4,64.6,60.9,2.44,4
STU10737,CS101,Fall 2024,2,46.0,35.8,43.0,1.72,3
STU10738,DS201,Fall 2023,0,58.4,55.5,57.5,2.3,4
STU10739,DS201,Fall 2024,2,58.6,62.9,59.9,2.4,4
STU10740,CS101,Fall 2025,4,47.6,40.3,45.4,1.82,4
STU10741,SE501,Fall 2023,0,54.3,50.2,53.1,2.12,4
STU10742,DB401,Spring 2024,1,58.0,60.8,58.8,2.35,3
STU10743,DS201,Fall 2024,2,53.8,50.1,52.7,2.11,4
STU10744,CS101,Fall 2025,4,54.0,48.3,52.3,2.09,4
STU10745,SE501,Spring 2026,5,66.9,73.8,69.0,2.76,3
STU10746,AI301,Fall 2023,0,51.5,49.0,50.7,2.03,3
STU10747,DB401,Spring 2026,5,52.3,46.8,50.7,2.03,3
STU10748,DS201,Spring 2025,3,42.2,36.7,40.6,1.62,3
STU10749,DS201,Fall 2024,2,63.2,69.4,65.0,2.6,3
STU10750,CS101,Spring 2024,1,53.5,55.1,54.0,2.16,4
STU10751,SE501,Fall 2025,4,27.4,34.0,29.4,1.18,3
STU10752,SE501,Spring 2026,5,45.1,43.9,44.8,1.79,3
STU10753,DS201,Fall 2023,0,50.3,50.8,50.5,2.02,4
STU10754,DS201,Spring 2025,3,62.9,58.4,61.6,2.46,3
STU10755,DS201,Fall 2023,0,42.7,47.3,44.1,1.76,3
STU10756,DS201,Spring 2025,3,55.2,50.0,53.6,2.14,3
STU10757,SE501,Fall 2025,4,46.8,55.9,49.5,1.98,3
STU10758,AI301,Fall 2023,0,52.9,47.3,51.2,2.05,3
STU10759,SE501,Fall 2023,0,64.1,57.4,62.1,2.48,4
STU10760,DS201,Spring 2026,5,39.3,41.0,39.8,1.59,3
STU10761,AI301,Fall 2023,0,60.5,56.7,59.4,2.38,3
STU10762,DS201,Fall 2025,4,59.5,57.0,58.8,2.35,4
STU10763,AI301,Fall 2023,0,56.3,61.5,57.9,2.32,4
STU10764,SE501,Spring 2026,5,36.4,43.9,38.7,1.55,3
STU10765,CS101,Spring 2026,5,58.8,59.2,58.9,2.36,4
STU10766,SE501,Fall 2023,0,59.8,58.3,59.4,2.38,3
STU10767,AI301,Fall 2023,0,58.9,57.2,58.4,2.34,3
STU10768,SE501,Fall 2024,2,42.1,44.3,42.8,1.71,3
STU10769,SE501,Fall 2023,0,49.3,37.6,45.8,1.83,4
STU10770,DS201,Spring 2026,5,52.5,52.0,52.3,2.09,4
STU10771,AI301,Fall 2025,4,60.7,55.4,59.1,2.36,3
STU10772,CS101,Fall 2025,4,40.7,42.0,41.1,1.64,4
